name,lat,lng,max_temp_f,humidity,cloudiness,windspeed,country,date
Cascais,38.7,-9.42,61.0,74,0,20.29,PT,1601084748
Champerico,14.3,-91.92,69.01,96,100,4.74,GT,1601084749
Xining,36.62,101.77,55.11,54,100,1.48,CN,1601084683
Motygino,58.18,94.76,44.74,93,100,7.07,RU,1601084749
Egersund,58.45,6.0,53.6,71,90,11.41,NO,1601084749
Jhelum,32.93,73.73,76.91,47,0,1.72,PK,1601084750
Hualmay,-11.1,-77.61,60.39,84,30,8.61,PE,1601084750
Byron Bay,-28.65,153.62,71.01,21,0,21.92,AU,1601084751
San Pedro de Macorís,18.46,-69.3,82.99,83,40,4.7,DO,1601084751
Santiago de Cao,-7.96,-79.24,60.03,88,85,13.04,PE,1601084752
Terrace,54.52,-128.6,51.8,81,75,25.28,CA,1601084752
Kyabé,9.45,18.94,70.93,93,99,4.52,TD,1601084752
Half Moon Bay,37.46,-122.43,70.0,82,1,11.41,US,1601084753
Ust-Kuyga,70.02,135.6,46.44,54,40,7.87,RU,1601084753
Nome,64.5,-165.41,37.99,51,90,9.17,US,1601084754
Fort Nelson,58.81,-122.7,48.2,87,90,1.81,CA,1601084754
Eyl,7.98,49.82,75.83,75,67,16.28,SO,1601084754
Zyryanka,65.75,150.85,52.29,45,49,9.46,RU,1601084755
Port Hueneme,34.15,-119.2,73.4,83,1,8.05,US,1601084755
Bahía Blanca,-38.72,-62.27,58.55,82,100,6.02,AR,1601084755
Constitución,-35.33,-72.42,50.56,76,96,1.34,CL,1601084755
Kjøllefjord,70.95,27.35,44.13,70,91,22.21,NO,1601084755
Kichera,55.94,110.1,46.78,84,100,4.68,RU,1601084756
Miraflores,19.22,-98.81,60.8,72,90,8.05,MX,1601084756
Gēdo,9.02,37.45,51.98,100,92,1.21,ET,1601084756
Saint-Pierre,-21.34,55.48,66.2,63,19,6.93,RE,1601084757
Ixtapa,20.7,-105.2,79.0,94,75,4.7,MX,1601084612
Impfondo,1.64,18.07,71.31,94,100,2.1,CG,1601084757
Ruston,32.52,-92.64,62.6,93,90,2.06,US,1601084757
Zinder,13.81,8.99,85.71,43,36,6.58,NE,1601084758
Zvishavane,-20.33,30.07,66.56,28,0,3.62,ZW,1601084758
Ajdabiya,30.76,20.23,80.02,29,0,11.32,LY,1601084758
Anadyr,64.75,177.48,37.4,59,20,8.95,RU,1601084758
Vieste,41.88,16.18,61.0,67,40,17.22,IT,1601084759
Province of Trapani,37.83,12.67,73.4,60,20,18.34,IT,1601084759
Nouakchott,18.09,-15.98,86.0,74,100,13.87,MR,1601084563
Verkhnevilyuysk,63.45,120.32,49.6,66,41,9.06,RU,1601084759
Rabaul,-4.2,152.17,85.96,65,100,6.69,PG,1601084759
Shetpe,44.17,52.12,53.37,46,0,11.39,KZ,1601084760
Tual,-5.67,132.75,80.42,82,46,12.8,ID,1601084760
Ordynskoye,54.37,81.9,44.55,87,100,10.98,RU,1601084761
Peniche,39.36,-9.38,62.01,74,0,11.99,PT,1601084761
Yuma,32.73,-114.62,100.4,14,1,9.17,US,1601084761
Biak,-0.91,122.88,83.7,67,17,5.7,ID,1601084762
Mandera,3.94,41.87,75.38,61,0,11.81,KE,1601084762
Manggar,-2.88,108.27,81.75,76,100,7.11,ID,1601084762
Cururupu,-1.83,-44.87,74.12,92,1,3.0,BR,1601084763
Nhulunbuy,-12.23,136.77,89.6,49,94,11.41,AU,1601084763
Auki,-8.77,160.7,86.94,63,100,2.84,SB,1601084763
Cockburn Town,21.46,-71.14,83.44,76,100,14.63,TC,1601084763
Plouzané,48.38,-4.62,53.6,81,75,8.05,FR,1601084764
Laramie,41.31,-105.59,69.01,13,90,13.87,US,1601084764
Bonavista,48.65,-53.11,49.64,66,0,24.83,CA,1601084764
Phonhong,18.5,102.42,77.0,100,90,2.24,LA,1601084765
Pitsunda,43.16,40.34,69.8,64,100,11.18,GE,1601084765
Ocós,14.51,-92.19,78.8,100,75,3.36,GT,1601084765
Metro,-5.11,105.31,84.49,67,96,2.33,ID,1601084726
Seredka,58.16,28.19,51.8,87,0,6.71,RU,1601084766
Nur,52.67,22.32,63.54,75,100,12.75,PL,1601084766
Shache,38.42,77.24,65.07,25,0,3.47,CN,1601084766
Batagay-Alyta,67.8,130.41,43.03,59,0,3.53,RU,1601084767
Ahipara,-35.17,173.17,66.61,79,5,12.17,NZ,1601084646
Kondagaon,19.6,81.67,74.95,90,100,1.52,IN,1601084767
Yārāda,17.65,83.27,78.8,94,90,4.7,IN,1601084767
Richards Bay,-28.78,32.04,67.33,73,50,13.89,ZA,1601084768
Loja,-3.99,-79.2,53.01,93,71,2.44,EC,1601084768
Mirny,62.54,113.96,35.6,80,90,11.18,RU,1601084768
Lethem,3.38,-59.8,79.72,70,19,7.81,GY,1601084769
Okhotsk,59.38,143.3,54.75,46,11,7.09,RU,1601084769
Tenkodogo,11.78,-0.37,75.47,70,99,7.23,BF,1601084769
Barentin,49.55,0.96,50.0,71,0,11.41,FR,1601084769
Warmbad,-28.45,18.73,48.2,84,37,12.01,NA,1601084770
Neyshabur,36.21,58.8,55.29,33,0,1.45,IR,1601084770
Porto-Novo,6.5,2.6,76.44,87,100,6.69,BJ,1601084770
Klaksvík,62.23,-6.59,39.2,86,48,1.12,FO,1601084770
Kokopo,-4.35,152.26,84.34,68,100,6.22,PG,1601084771
Ruska Poliana,49.42,31.92,60.66,72,4,9.08,UA,1601084771
Husavik,66.04,-17.34,42.8,78,96,9.17,IS,1601084771
Coruripe,-10.13,-36.18,73.0,84,100,7.54,BR,1601084771
Tura,25.52,90.22,75.38,96,95,7.56,IN,1601084767
Sidi Ali,36.1,0.42,67.53,59,14,1.99,DZ,1601084772
Kruisfontein,-34.0,24.73,57.0,51,23,8.99,ZA,1601084772
Inuvik,68.35,-133.72,37.4,100,90,6.93,CA,1601084773
Barra Patuca,15.8,-84.28,82.38,79,1,8.55,HN,1601084773
Lashio,22.93,97.75,72.77,95,99,2.91,MM,1601084773
Selenduma,50.91,106.24,52.48,45,85,8.16,RU,1601084774
Calvinia,-31.47,19.78,39.56,80,90,14.25,ZA,1601084774
Namanga,-2.54,36.79,63.86,76,92,4.97,KE,1601084774
Mayo,38.89,-76.51,66.99,93,1,5.82,US,1601084774
Gusau,12.16,6.66,73.4,79,0,6.17,NG,1601084775
Carutapera,-1.2,-46.02,76.21,85,40,5.3,BR,1601084775
Mosetse,-20.75,26.65,71.06,29,0,11.05,BW,1601084775
Biłgoraj,50.54,22.72,61.0,92,100,7.72,PL,1601084776
Tiarei,-17.53,-149.33,82.4,69,75,11.41,PF,1601084776
Alta Floresta,-9.88,-56.09,74.3,82,63,3.22,BR,1601084738
Merritt Island,28.54,-80.67,82.4,88,1,5.82,US,1601084776
Caarapó,-22.63,-54.82,74.16,48,0,7.07,BR,1601084776
Bilibino,68.05,166.44,33.64,89,96,3.02,RU,1601084777
Anzio,41.49,12.62,66.99,53,58,15.01,IT,1601084777
Mogzon,51.74,111.96,48.52,72,100,11.59,RU,1601084777
Kumluca,36.37,30.29,75.51,56,0,3.31,TR,1601084777
Kyshtovka,56.55,76.63,37.99,92,53,7.23,RU,1601084778
Bāfq,31.61,55.41,64.22,25,0,5.35,IR,1601084778
Ucluelet,48.93,-125.55,55.99,100,75,4.7,CA,1601084491
Saint-Louis,16.33,-15.0,89.55,43,29,9.37,SN,1601084778
Pilar,-9.6,-35.96,71.6,88,89,2.24,BR,1601084778
Morón de la Frontera,37.12,-5.45,64.99,54,25,2.24,ES,1601084779
Katsuura,35.13,140.3,71.6,88,75,9.17,JP,1601084646
Maiduguri,11.85,13.16,77.72,75,100,8.37,NG,1601084779
Verkhnyaya Inta,65.98,60.31,51.48,90,99,13.33,RU,1601084780
Quang Ngai,15.12,108.8,87.76,64,72,1.1,VN,1601084780
Popondetta,-8.75,148.25,84.15,83,73,4.34,PG,1601084780
Berlevåg,70.86,29.09,44.19,71,97,28.83,NO,1601084780
Mochalishche,56.33,48.35,44.6,87,99,6.71,RU,1601084781
Yibin,28.77,104.62,65.75,92,100,2.62,CN,1601084781
São Raimundo das Mangabeiras,-7.02,-45.48,81.84,38,19,1.97,BR,1601084781
Sawākin,19.11,37.33,84.61,68,0,6.82,SD,1601084781
Krasnosel'kup,65.7,82.47,37.33,90,97,6.67,RU,1601084782
Sørland,67.67,12.69,45.14,59,100,8.5,NO,1601084782
Chipata,-13.63,32.65,62.65,55,0,5.84,ZM,1601084782
Nerang,-27.98,153.33,75.99,19,0,7.0,AU,1601084783
Urubichá,-15.38,-62.95,82.29,43,0,3.53,BO,1601084783
Guerrero Negro,27.98,-114.06,70.93,80,0,13.96,MX,1601084784
Ol'ga,43.74,135.29,58.55,81,100,13.6,RU,1601084784
La Ronge,55.1,-105.28,53.6,71,20,2.24,CA,1601084785
Langsa,4.47,97.97,75.04,92,100,3.31,ID,1601084785
Jiwani,25.05,61.74,80.6,77,0,7.76,PK,1601084785
Taksimo,56.34,114.88,45.14,85,100,3.71,RU,1601084785
Lahaina,20.88,-156.68,87.8,48,40,11.41,US,1601084786
Tabory,58.52,64.55,44.15,88,97,3.51,RU,1601084786
Birao,10.28,22.79,70.52,95,96,3.2,CF,1601084786
Adilabad,19.67,78.53,77.41,90,95,5.1,IN,1601084787
Belaya Gora,68.53,146.42,50.16,47,0,7.63,RU,1601084787
Cirebon,-6.71,108.56,88.75,51,100,7.0,ID,1601084787
Kikwit,-5.04,18.82,70.86,95,60,1.16,CD,1601084787
Mount Gambier,-37.83,140.77,53.6,62,75,17.22,AU,1601084788
Khudumelapye,-23.88,24.75,67.82,24,39,9.37,BW,1601084788
Mercedes,-34.65,-59.43,57.99,45,100,7.0,AR,1601084788
Wake Forest,35.98,-78.51,68.0,100,90,3.36,US,1601084656
Tautira,-17.73,-149.15,82.4,69,75,11.41,PF,1601084788
Viranşehir,37.24,39.76,67.21,59,0,2.91,TR,1601084789
Sonkovo,57.78,37.16,51.12,88,9,8.3,RU,1601084789
Kaohsiung City,22.62,120.31,87.8,66,75,4.7,TW,1601084789
Capanema,-1.2,-47.18,73.31,91,22,4.14,BR,1601084790
Aconibe,1.3,10.94,67.35,98,100,4.21,GQ,1601084790
Maningrida,-12.07,134.27,89.4,49,86,8.99,AU,1601084790
Moerai,-22.43,-151.33,74.37,82,51,8.55,PF,1601084791
Xinmin,41.99,122.83,66.2,72,0,4.47,CN,1601084648
Pirovskoye,57.63,92.27,42.15,92,100,8.84,RU,1601084791
Duncan,34.5,-97.96,79.0,69,1,8.05,US,1601084791
San Miguel de Cozumel,20.51,-86.95,84.99,88,20,4.7,MX,1601084792
Keti Bandar,24.14,67.45,81.64,79,2,20.09,PK,1601084792
Selma,36.57,-119.61,86.0,42,1,5.82,US,1601084793
Nelson,-41.28,173.28,66.0,51,18,7.0,NZ,1601084704
Severo-Yeniseyskiy,60.37,93.04,41.07,96,100,4.03,RU,1601084793
Orlik,52.52,99.83,36.86,70,100,12.37,RU,1601084793
Aykhal,66.0,111.5,32.0,66,40,4.47,RU,1601084793
Danshui,22.8,114.47,84.99,77,96,5.01,CN,1601084794
Srednekolymsk,67.45,153.68,47.41,54,100,7.54,RU,1601084794
